"","Run","Age","Assay.Type","AssemblyName","AvgSpotLen","Bases","Biomaterial_provider","BioProject","BioSample","BioSampleModel","Bytes","Cell_Line","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","disease","disease_stage","Ethnicity","Experiment","Instrument","isolate","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","sample_type","sex","SRA.Study","tissue"
"1035","SRR8616122",NA,"RNA-Seq","GCA_000001405.13",202,22846181416,"ECACC:BICR 31","PRJNA523380","SAMN10987970","Human",12613398020,"BICR 31","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Caucasian","SRX5414928","Illumina HiSeq 2500","cell line","RNASeq-BICR31_UPPER_AERODIGESTIVE_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","BICR31_UPPER_AERODIGESTIVE_TRACT","cell culture","male","SRP186687","upper_aerodigestive_tract"
"1036","SRR8616123",NA,"RNA-Seq","GCA_000001405.13",202,20615451784,"ECACC:BICR 22","PRJNA523380","SAMN10987716","Human",11459864925,"BICR 22","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","metastasis","Caucasian","SRX5414927","Illumina HiSeq 2500","cell line","RNASeq-BICR22_UPPER_AERODIGESTIVE_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","BICR22_UPPER_AERODIGESTIVE_TRACT","cell culture","male","SRP186687","upper_aerodigestive_tract"
"1037","SRR8616124",74,"RNA-Seq","GCA_000001405.13",202,24271365550,"NIBRI","PRJNA523380","SAMN10987894","Human",12947879469,"BT-20","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (ductal_carcinoma)","primary","Caucasian","SRX5414926","Illumina HiSeq 2500","cell line","RNASeq-BT20_BREAST","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","BT20_BREAST","cell culture","female","SRP186687","breast"
"1038","SRR8616125",NA,"RNA-Seq","GCA_000001405.13",202,17830702610,NA,"PRJNA523380","SAMN10989598","Human",9532666888,"BT-12","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,"SRX5414925","Illumina HiSeq 2500","cell line","RNASeq-BT12_SOFT_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","BT12_SOFT_TISSUE","cell culture",NA,"SRP186687","soft_tissue"
"1039","SRR8616126",NA,"RNA-Seq","GCA_000001405.13",202,18093286450,NA,"PRJNA523380","SAMN10988240","Human",8863956129,"HMCB","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","malignant_melanoma","primary","Caucasian","SRX5414924","Illumina HiSeq 2500","cell line","RNASeq-HMCB_SKIN","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HMCB_SKIN","cell culture",NA,"SRP186687","skin"
"1040","SRR8616127",35,"RNA-Seq","GCA_000001405.13",202,18518394844,"HSSRB","PRJNA523380","SAMN10987868","Human",9149344378,"HMC-1-8","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","Asian","SRX5414923","Illumina HiSeq 2500","cell line","RNASeq-HMC18_BREAST","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HMC18_BREAST","cell culture","female","SRP186687","breast"
"1041","SRR8616128",NA,"RNA-Seq","GCA_000001405.13",202,18755762216,"RIKEN:TE-9","PRJNA523380","SAMN10987930","Human",9471870654,"TE-9","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Asian","SRX5414922","Illumina HiSeq 2500","cell line","RNASeq-TE9_OESOPHAGUS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","TE9_OESOPHAGUS","cell culture","male","SRP186687","oesophagus"
"1042","SRR8616129",15,"RNA-Seq","GCA_000001405.13",202,16840035222,"NIBRI/ATCC","PRJNA523380","SAMN10988201","Human",8426331237,"Hep G2","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (hepatocellular_carcinoma)","primary","Caucasian","SRX5414921","Illumina HiSeq 2500","cell line","RNASeq-HEPG2_LIVER","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HEPG2_LIVER","cell culture","male","SRP186687","liver"
"1043","SRR8616130",8,"RNA-Seq","GCA_000001405.13",202,16430216410,NA,"PRJNA523380","SAMN10988098","Human",8101144295,"Hep 3B2.1-7","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (hepatocellular_carcinoma)","primary","African_american","SRX5414920","Illumina HiSeq 2500","cell line","RNASeq-HEP3B217_LIVER","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HEP3B217_LIVER","cell culture","male","SRP186687","liver"
"1044","SRR8616131",NA,"RNA-Seq","GCA_000001405.13",202,19086543680,"GNF","PRJNA523380","SAMN10987863","Human",9552835635,"HGC-27","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (undifferentiated_adenocarcinoma)","metastasis","Asian","SRX5414919","Illumina HiSeq 2500","cell line","RNASeq-HGC27_STOMACH","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HGC27_STOMACH","cell culture",NA,"SRP186687","stomach"
"1045","SRR8616132",NA,"RNA-Seq","GCA_000001405.13",202,15648988278,"NIBRI","PRJNA523380","SAMN10988247","Human",8207568510,"Hey-A8","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","Caucasian","SRX5414918","Illumina HiSeq 2500","cell line","RNASeq-HEYA8_OVARY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HEYA8_OVARY","cell culture","female","SRP186687","ovary"
"1046","SRR8616133",35,"RNA-Seq","GCA_000001405.13",202,16308203360,"ATCC:HL-60","PRJNA523380","SAMN10988245","Human",8683852259,"HL-60","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M2)","primary","Caucasian","SRX5414917","Illumina HiSeq 2500","cell line","RNASeq-HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"1047","SRR8616134",61,"RNA-Seq","GCA_000001405.13",202,18951467896,"NIBRI","PRJNA523380","SAMN10987897","Human",9309635487,"HH","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (adult_T_cell_lymphoma-leukaemia)","primary","Caucasian","SRX5414916","Illumina HiSeq 2500","cell line","RNASeq-HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"1048","SRR8616135",69,"RNA-Seq","GCA_000001405.13",202,19594688416,"HSRRB","PRJNA523380","SAMN10987769","Human",10401219715,"HLF","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (hepatocellular_carcinoma)","primary","Asian","SRX5414915","Illumina HiSeq 2500","cell line","RNASeq-HLF_LIVER","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HLF_LIVER","cell culture","male","SRP186687","liver"
"1049","SRR8616136",54,"RNA-Seq","GCA_000001405.13",202,17987144136,"GNF","PRJNA523380","SAMN10988274","Human",8870977136,"HLF-a","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","African_american","SRX5414914","Illumina HiSeq 2500","cell line","RNASeq-HLFA_FIBROBLAST","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HLFA_FIBROBLAST","cell culture","female","SRP186687","lung"
"1050","SRR8616137",38,"RNA-Seq","GCA_000001405.13",202,23386738264,"NIBRI","PRJNA523380","SAMN10988163","Human",13099342701,"CI-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (B_cell_lymphoma_unspecified)","metastasis","Caucasian","SRX5414913","Illumina HiSeq 2500","cell line","RNASeq-CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"1051","SRR8616138",NA,"RNA-Seq","GCA_000001405.13",202,23831785068,"RIKEN:CJM","PRJNA523380","SAMN10987715","Human",13351822663,"CJM","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","malignant_melanoma","metastasis","Asian","SRX5414912","Illumina HiSeq 2500","cell line","RNASeq-CJM_SKIN","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CJM_SKIN","cell culture",NA,"SRP186687","skin"
"1052","SRR8616139",NA,"RNA-Seq","GCA_000001405.13",202,20455561512,"DSMZ:CL-11","PRJNA523380","SAMN10989560","Human",11524753791,"CL-11","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414911","Illumina HiSeq 2500","cell line","RNASeq-CL11_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CL11_LARGE_INTESTINE","cell culture",NA,"SRP186687","large_intestine"
"1053","SRR8616141",NA,"RNA-Seq","GCA_000001405.13",202,23682036004,"DSMZ:CL-34","PRJNA523380","SAMN10989562","Human",13343535648,"CL-34","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414909","Illumina HiSeq 2500","cell line","RNASeq-CL34_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CL34_LARGE_INTESTINE","cell culture","female","SRP186687","large_intestine"
"1054","SRR8616142",NA,"RNA-Seq","GCA_000001405.13",202,22796160358,"DSMZ:CL-40","PRJNA523380","SAMN10988464","Human",12652257674,"CL-40","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Caucasian","SRX5414908","Illumina HiSeq 2500","cell line","RNASeq-CL40_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CL40_LARGE_INTESTINE","cell culture","female","SRP186687","large_intestine"
"1055","SRR8616143",0.8333,"RNA-Seq","GCA_000001405.13",202,21376276704,"DSMZ:CMK","PRJNA523380","SAMN10988101","Human",11957892254,"CMK","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M7)","primary","Asian","SRX5414907","Illumina HiSeq 2500","cell line","RNASeq-CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"1056","SRR8616144",36,"RNA-Seq","GCA_000001405.13",202,22275879866,"DSMZ:CML-T1","PRJNA523380","SAMN10988485","Human",12430092165,"CML-T1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)","primary","Asian","SRX5414906","Illumina HiSeq 2500","cell line","RNASeq-CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"1057","SRR8616145",70,"RNA-Seq","GCA_000001405.13",202,20745846218,NA,"PRJNA523380","SAMN10987883","Human",11663146512,"COLO 201","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","metastasis","Caucasian","SRX5414905","Illumina HiSeq 2500","cell line","RNASeq-COLO201_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","COLO201_LARGE_INTESTINE","cell culture","male","SRP186687","large_intestine"
"1058","SRR8616146",55,"RNA-Seq","GCA_000001405.13",202,21242110526,"DSMZ:COLO-320","PRJNA523380","SAMN10988542","Human",11971322209,"COLO-320","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414904","Illumina HiSeq 2500","cell line","RNASeq-COLO320_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","COLO320_LARGE_INTESTINE","cell culture","female","SRP186687","large_intestine"
"1059","SRR8616147",2,"RNA-Seq","GCA_000001405.13",202,20263975622,"NIBRI","PRJNA523380","SAMN10988189","Human",10887095663,"SK-N-DZ","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","neuroblastoma","metastasis","Caucasian","SRX5414903","Illumina HiSeq 2500","cell line","RNASeq-SKNDZ_AUTONOMIC_GANGLIA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKNDZ_AUTONOMIC_GANGLIA","cell culture","female","SRP186687","autonomic_ganglia"
"1060","SRR8616148",NA,"RNA-Seq","GCA_000001405.13",202,20310599040,"HSSRB","PRJNA523380","SAMN10987620","Human",10722260034,"P31/FUJ","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M5)","primary","Asian","SRX5414902","Illumina HiSeq 2500","cell line","RNASeq-P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"1061","SRR8616149",7,"RNA-Seq","GCA_000001405.13",202,24211638392,"DSMZ:P12-ICHIKAWA","PRJNA523380","SAMN10988545","Human",12786879524,"P12-ICHIKAWA","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)","primary","Asian","SRX5414901","Illumina HiSeq 2500","cell line","RNASeq-P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"1062","SRR8616150",70,"RNA-Seq","GCA_000001405.13",202,23656533302,"ATCC:Panc 02.03","PRJNA523380","SAMN10987714","Human",12517036171,"Panc 02.03","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Caucasian","SRX5414900","Illumina HiSeq 2500","cell line","RNASeq-PANC0203_PANCREAS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","PANC0203_PANCREAS","cell culture","female","SRP186687","pancreas"
"1063","SRR8616151",7,"RNA-Seq","GCA_000001405.13",202,19917629856,"NIBRI","PRJNA523380","SAMN10987599","Human",10502675839,"P3HR-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (Burkitt_lymphoma)","metastasis","African_american","SRX5414899","Illumina HiSeq 2500","cell line","RNASeq-P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"1064","SRR8616152",55,"RNA-Seq","GCA_000001405.13",202,19380354094,"ATCC:NCI-H69","PRJNA523380","SAMN10988132","Human",9566171015,"NCI-H69","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (small_cell_carcinoma)","metastasis","Caucasian","SRX5414898","Illumina HiSeq 2500","cell line","RNASeq-NCIH69_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH69_LUNG","cell culture","male","SRP186687","lung"
"1065","SRR8616153",33,"RNA-Seq","GCA_000001405.13",202,17358247234,"NIBRI","PRJNA523380","SAMN10987641","Human",9218661555,"NCI-H716","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","metastasis","Caucasian","SRX5414897","Illumina HiSeq 2500","cell line","RNASeq-NCIH716_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH716_LARGE_INTESTINE","cell culture","male","SRP186687","large_intestine"
"1066","SRR8616154",78,"RNA-Seq","GCA_000001405.13",202,20072994318,"HSSRB","PRJNA523380","SAMN10987767","Human",10571891467,"OVTOKO","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (clear_cell_carcinoma)","metastasis","Asian","SRX5414896","Illumina HiSeq 2500","cell line","RNASeq-OVTOKO_OVARY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","OVTOKO_OVARY","cell culture","female","SRP186687","ovary"
"1067","SRR8616155",56,"RNA-Seq","GCA_000001405.13",202,16645022604,"HSSRB","PRJNA523380","SAMN10988236","Human",8374254276,"OVSAHO","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","metastasis","Asian","SRX5414895","Illumina HiSeq 2500","cell line","RNASeq-OVSAHO_OVARY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","OVSAHO_OVARY","cell culture","female","SRP186687","ovary"
"1068","SRR8616156",NA,"RNA-Seq","GCA_000001405.13",202,15808894104,"ATCC:NCI-H650","PRJNA523380","SAMN10988027","Human",7834517589,"NCI-H650","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (bronchioloalveolar_adenocarcinoma)","metastasis","Caucasian","SRX5414894","Illumina HiSeq 2500","cell line","RNASeq-NCIH650_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH650_LUNG","cell culture","male","SRP186687","lung"
"1069","SRR8616157",63,"RNA-Seq","GCA_000001405.13",202,18296828922,"GNF","PRJNA523380","SAMN10988121","Human",9786920494,"NCI-H660","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (small_cell_carcinoma)","metastasis","Caucasian","SRX5414893","Illumina HiSeq 2500","cell line","RNASeq-NCIH660_PROSTATE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH660_PROSTATE","cell culture","male","SRP186687","prostate"
"1070","SRR8616158",43,"RNA-Seq","GCA_000001405.13",202,14817496890,"ATCC:NCI-H661","PRJNA523380","SAMN10988284","Human",7244801460,"NCI-H661","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (large_cell_carcinoma)","metastasis","Caucasian","SRX5414892","Illumina HiSeq 2500","cell line","RNASeq-NCIH661_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH661_LUNG","cell culture","male","SRP186687","lung"
"1071","SRR8616159",55,"RNA-Seq","GCA_000001405.13",202,25698919144,"KCLB:NCI-H684","PRJNA523380","SAMN10988095","Human",13572563443,"NCI-H684","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","other (hepatoblastoma)","primary","Caucasian","SRX5414891","Illumina HiSeq 2500","cell line","RNASeq-NCIH684_LIVER","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH684_LIVER","cell culture",NA,"SRP186687","liver"
"1072","SRR8616160",63,"RNA-Seq","GCA_000001405.13",202,15369392806,"ATCC:NCI-H524","PRJNA523380","SAMN10988203","Human",7605787616,"NCI-H524","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (small_cell_carcinoma)","metastasis","Caucasian","SRX5414890","Illumina HiSeq 2500","cell line","RNASeq-NCIH524_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH524_LUNG","cell culture","male","SRP186687","lung"
"1073","SRR8616161",55,"RNA-Seq","GCA_000001405.13",202,16502864296,"ATCC:NCI-H526","PRJNA523380","SAMN10988341","Human",8146833275,"NCI-H526","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (small_cell_carcinoma)","metastasis","Caucasian","SRX5414889","Illumina HiSeq 2500","cell line","RNASeq-NCIH526_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH526_LUNG","cell culture","male","SRP186687","lung"
"1074","SRR8616162",73,"RNA-Seq","GCA_000001405.13",202,21515164228,"ATCC:NCI-H596","PRJNA523380","SAMN10988026","Human",11336357078,"NCI-H596","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (mixed_adenosquamous_carcinoma)","primary","Caucasian","SRX5414888","Illumina HiSeq 2500","cell line","RNASeq-NCIH596_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH596_LUNG","cell culture","male","SRP186687","lung"
"1075","SRR8616164",12,"RNA-Seq","GCA_000001405.13",202,19969699396,"DSMZ:697","PRJNA523380","SAMN10988566","Human",10645845009,"697","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)","primary","Caucasian","SRX5414886","Illumina HiSeq 2500","cell line","RNASeq-697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"1076","SRR8616165",NA,"RNA-Seq","GCA_000001405.13",202,16371797808,"DSMZ:647-V","PRJNA523380","SAMN10989565","Human",8197275261,"647-V","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (transitional_cell_carcinoma)","primary","Caucasian","SRX5414885","Illumina HiSeq 2500","cell line","RNASeq-647V_URINARY_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","647V_URINARY_TRACT","cell culture","male","SRP186687","urinary_tract"
"1077","SRR8616166",NA,"RNA-Seq","GCA_000001405.13",202,16802986806,"KCLB:253J","PRJNA523380","SAMN10987961","Human",8386351827,"253J","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (transitional_cell_carcinoma)","primary","Caucasian","SRX5414884","Illumina HiSeq 2500","cell line","RNASeq-253J_URINARY_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","253J_URINARY_TRACT","cell culture",NA,"SRP186687","urinary_tract"
"1078","SRR8616167",NA,"RNA-Seq","GCA_000001405.13",202,16948436906,NA,"PRJNA523380","SAMN10987963","Human",8486744035,"253J-BV","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (transitional_cell_carcinoma)","primary","Caucasian","SRX5414883","Illumina HiSeq 2500","cell line","RNASeq-253JBV_URINARY_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","253JBV_URINARY_TRACT","cell culture",NA,"SRP186687","urinary_tract"
"1079","SRR8616168",72,"RNA-Seq","GCA_000001405.13",202,14902653222,"DSMZ:23132/87","PRJNA523380","SAMN10988573","Human",7437990317,"23132/87","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414882","Illumina HiSeq 2500","cell line","RNASeq-2313287_STOMACH","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","2313287_STOMACH","cell culture","male","SRP186687","stomach"
