"","X","filename","dir","alias","center_name","accession","broker_name","Cell_line","Tissue_supergroup","Metastatic_Tissue","Primary_Tissue","Tissue_Diagnosis","Age","Age_Unit","Gender","Ethnicity","Growth_Media","Freeze_Media","ENA.CHECKLIST","cellid","batchid"
"EGAN00001188268","EGAN00001188268.sample.xml","EGAN00001188268.sample.xml","EGAD00001000725","587705","GENENTECH","ERS395709","EGA","Panc 08.13","Pancreas",NA,"Pancreas","Adenocarcinoma","85","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Panc 08.13",NA
"EGAN00001188269","EGAN00001188269.sample.xml","EGAN00001188269.sample.xml","EGAD00001000725","587707","GENENTECH","ERS395710","EGA","PANC-1","Pancreas","Soft Tissue","Pancreas","Adenocarcinoma","56","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","PANC-1",NA
"EGAN00001188270","EGAN00001188270.sample.xml","EGAN00001188270.sample.xml","EGAD00001000725","636083","GENENTECH","ERS395711","EGA","PC-3","Other",NA,"Prostate","Adenocarcinoma","62","Years","Male","Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","PC-3",NA
"EGAN00001188271","EGAN00001188271.sample.xml","EGAN00001188271.sample.xml","EGAD00001000725","636097","GENENTECH","ERS395712","EGA","PE/CA-PJ15","Head-Neck",NA,"Tongue","Carcinoma Squamous Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","PE/CA-PJ15",NA
"EGAN00001188272","EGAN00001188272.sample.xml","EGAN00001188272.sample.xml","EGAD00001000725","636080","GENENTECH","ERS395713","EGA","PE01","Ovary",NA,"Ovary","Adenocarcinoma",NA,NA,NA,NA,"""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","PE01",NA
"EGAN00001188273","EGAN00001188273.sample.xml","EGAN00001188273.sample.xml","EGAD00001000725","587630","GENENTECH","ERS395714","EGA","Pfeiffer","Lymphoid",NA,"Blood","Hodgkin's Lymphoma",NA,NA,NA,NA,"#N/A","#N/A","ERC000026","Pfeiffer",NA
"EGAN00001188274","EGAN00001188274.sample.xml","EGAN00001188274.sample.xml","EGAD00001000725","636008","GENENTECH","ERS395715","EGA","PK-45H","Pancreas",NA,"Pancreas","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","PK-45H",NA
"EGAN00001188275","EGAN00001188275.sample.xml","EGAN00001188275.sample.xml","EGAD00001000725","636009","GENENTECH","ERS395716","EGA","PK-45P","Pancreas",NA,"Pancreas","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","PK-45P",NA
"EGAN00001188276","EGAN00001188276.sample.xml","EGAN00001188276.sample.xml","EGAD00001000725","636010","GENENTECH","ERS395717","EGA","PK-59","Pancreas",NA,"Pancreas","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","PK-59",NA
"EGAN00001188277","EGAN00001188277.sample.xml","EGAN00001188277.sample.xml","EGAD00001000725","636834","GENENTECH","ERS395718","EGA","PK-8","Pancreas",NA,"Pancreas","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","PK-8",NA
"EGAN00001188278","EGAN00001188278.sample.xml","EGAN00001188278.sample.xml","EGAD00001000725","588246","GENENTECH","ERS395719","EGA","PL-21","Lymphoid",NA,"Blood","Leukemia","24","Years","Male",NA,"RPMI-1640; 10% HI FBS; 2mM L-Glutamine","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","PL-21",NA
"EGAN00001188279","EGAN00001188279.sample.xml","EGAN00001188279.sample.xml","EGAD00001000725","587710","GENENTECH","ERS395720","EGA","PL45","Pancreas",NA,"Pancreas","Adenocarcinoma Ductal",NA,NA,"Male","Caucasian","""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","PL45",NA
"EGAN00001188280","EGAN00001188280.sample.xml","EGAN00001188280.sample.xml","EGAD00001000725","636133","GENENTECH","ERS395721","EGA","PLC/PRF/5","Liver",NA,"Liver","Carcinoma Hepatocellular",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","PLC-PRF-5",NA
"EGAN00001188281","EGAN00001188281.sample.xml","EGAN00001188281.sample.xml","EGAD00001000725","587711","GENENTECH","ERS395722","EGA","PSN1","Pancreas",NA,"Pancreas","Adenocarcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","PSN1",NA
"EGAN00001188282","EGAN00001188282.sample.xml","EGAN00001188282.sample.xml","EGAD00001000725","636011","GENENTECH","ERS395723","EGA","QGP-1","Pancreas",NA,"Pancreas","Carcinoma Islet Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","QGP-1",NA
"EGAN00001188283","EGAN00001188283.sample.xml","EGAN00001188283.sample.xml","EGAD00001000725","587631","GENENTECH","ERS395724","EGA","RAJI","Lymphoid",NA,"Blood","Malignant Lymphoma - Burkitts Type","11","Years","Male","African","""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Raji",NA
"EGAN00001188284","EGAN00001188284.sample.xml","EGAN00001188284.sample.xml","EGAD00001000725","587632","GENENTECH","ERS395725","EGA","RAMOS","Lymphoid",NA,"Blood","Malignant Lymphoma - Burkitts Type","3","Years","Male",NA,"""RPMI-1640 10% HI FBS, 2mM Glutamine""","""Complete Growth Media, 90%; DMSO, 10%""","ERC000026","RAMOS",NA
"EGAN00001188285","EGAN00001188285.sample.xml","EGAN00001188285.sample.xml","EGAD00001000725","587633","GENENTECH","ERS395726","EGA","RC-K8","Lymphoid",NA,"Blood","Lymphoma B-cell",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RC-K8",NA
"EGAN00001188286","EGAN00001188286.sample.xml","EGAN00001188286.sample.xml","EGAD00001000725","639166","GENENTECH","ERS395727","EGA","RCM-1","Colo-Rectal",NA,"Colon","Adenocarcinoma","73","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RCM-1",NA
"EGAN00001188287","EGAN00001188287.sample.xml","EGAN00001188287.sample.xml","EGAD00001000725","587634","GENENTECH","ERS395728","EGA","REC-1","Lymphoid",NA,"Lymph Node","Lymphoma B-cell","61","Years","Male",NA,"""RPMI-1640, 10% HI FBS, 2mM Glutamine""","""70% RPMI, 20% HI FBS, 10% DMSO""","ERC000026","REC-1",NA
"EGAN00001188288","EGAN00001188288.sample.xml","EGAN00001188288.sample.xml","EGAD00001000725","587024","GENENTECH","ERS395729","EGA","RERF-GC-1B","Stomach",NA,"Stomach","Carcinoma","41","Years","Male","Japanese","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RERF-GC-1B",NA
"EGAN00001188289","EGAN00001188289.sample.xml","EGAN00001188289.sample.xml","EGAD00001000725","635977","GENENTECH","ERS395730","EGA","RERF-LC-KJ","Lung",NA,"Lung","Adenocarcinoma","78","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RERF-LC-KJ",NA
"EGAN00001188290","EGAN00001188290.sample.xml","EGAN00001188290.sample.xml","EGAD00001000725","587596","GENENTECH","ERS395731","EGA","RERF-LC-MS","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RERF-LC-MS",NA
"EGAN00001188291","EGAN00001188291.sample.xml","EGAN00001188291.sample.xml","EGAD00001000725","635978","GENENTECH","ERS395732","EGA","RERF-LC-OK","Lung",NA,"Lung","Adenocarcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RERF-LC-OK",NA
"EGAN00001188292","EGAN00001188292.sample.xml","EGAN00001188292.sample.xml","EGAD00001000725","587635","GENENTECH","ERS395733","EGA","RI-1","Lymphoid",NA,"Lymph Node","Lymphoma B-cell","57","Years","Female",NA,"""RPMI-1640, 10% HI FBS, 2mM Glutamine""","""RPMI-1640, 20% HI FBS, 10% DMSO""","ERC000026","RI-1",NA
"EGAN00001188293","EGAN00001188293.sample.xml","EGAN00001188293.sample.xml","EGAD00001000725","639213","GENENTECH","ERS395734","EGA","RKN","Ovary",NA,"Ovary","Leiomyosarcoma","45","Years","Female","Japanese","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RKN",NA
"EGAN00001188294","EGAN00001188294.sample.xml","EGAN00001188294.sample.xml","EGAD00001000725","587508","GENENTECH","ERS395735","EGA","RKO","Colo-Rectal",NA,"Colon","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","RKO",NA
"EGAN00001188295","EGAN00001188295.sample.xml","EGAN00001188295.sample.xml","EGAD00001000725","636437","GENENTECH","ERS395736","EGA","RKO-E6","Colo-Rectal",NA,"Colon","Carcinoma",NA,NA,NA,NA,"""EMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RKO-E6",NA
"EGAN00001188296","EGAN00001188296.sample.xml","EGAN00001188296.sample.xml","EGAD00001000725","587638","GENENTECH","ERS395737","EGA","RL","Lymphoid",NA,"Lymph Node","Lymphoma B-cell","52","Years","Male",NA,"""RPMI-1640, 10% HI FBS, 2mM Glutamine""","""RPMI 1640, 20% HI FBS, 10% DMSO""","ERC000026","RL",NA
"EGAN00001188297","EGAN00001188297.sample.xml","EGAN00001188297.sample.xml","EGAD00001000725","639214","GENENTECH","ERS395738","EGA","RMG-I","Ovary",NA,"Ovary","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RMG-I",NA
"EGAN00001188298","EGAN00001188298.sample.xml","EGAN00001188298.sample.xml","EGAD00001000725","639215","GENENTECH","ERS395739","EGA","RMUG-S","Ovary",NA,"Ovary","Adenocarcinoma","62","Years","Female","Japanese","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RMUG-S",NA
"EGAN00001188299","EGAN00001188299.sample.xml","EGAN00001188299.sample.xml","EGAD00001000725","636836","GENENTECH","ERS395740","EGA","RPMI 2650","Colo-Rectal",NA,"Septum","Carcinoma Squamous Cell","52","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RPMI-2650",NA
"EGAN00001188300","EGAN00001188300.sample.xml","EGAN00001188300.sample.xml","EGAD00001000725","635617","GENENTECH","ERS395741","EGA","RPMI 8226","Lymphoid",NA,"Blood","Multiple Myeloma",NA,NA,NA,NA,"""RPMI-1640, 10% Heat inactivated FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RPMI-8226",NA
"EGAN00001188301","EGAN00001188301.sample.xml","EGAN00001188301.sample.xml","EGAD00001000725","587741","GENENTECH","ERS395742","EGA","RPMI-7951","Skin",NA,"Skin","Melanoma","18","Years",NA,"Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RPMI-7951",NA
"EGAN00001188302","EGAN00001188302.sample.xml","EGAN00001188302.sample.xml","EGAD00001000725","636796","GENENTECH","ERS395743","EGA","RT-112","Urinary Bladder",NA,"Urinary Bladder","Carcinoma Transitional Cell",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RT-112",NA
"EGAN00001188303","EGAN00001188303.sample.xml","EGAN00001188303.sample.xml","EGAD00001000725","636872","GENENTECH","ERS395744","EGA","RT4","Urinary Bladder",NA,"Urinary Bladder","Carcinoma Transitional Cell","63","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","RT4",NA
"EGAN00001188304","EGAN00001188304.sample.xml","EGAN00001188304.sample.xml","EGAD00001000725","587639","GENENTECH","ERS395745","EGA","SC-1","Lymphoid",NA,"Lymph Node","Lymphoma B-cell","67","Years","Male",NA,"""RPMI-1640 10% HI FBS, 2mM Glutamine""","""Complete Growth Media, 90%; DMSO, 10%""","ERC000026","SC-1",NA
"EGAN00001188305","EGAN00001188305.sample.xml","EGAN00001188305.sample.xml","EGAD00001000725","636779","GENENTECH","ERS395746","EGA","SCC-15","Head-Neck",NA,"Tongue","Carcinoma Squamous Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SCC-15",NA
"EGAN00001188306","EGAN00001188306.sample.xml","EGAN00001188306.sample.xml","EGAD00001000725","636106","GENENTECH","ERS395747","EGA","SCC-25","Head-Neck",NA,"Tongue","Carcinoma Squamous Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SCC-25",NA
"EGAN00001188307","EGAN00001188307.sample.xml","EGAN00001188307.sample.xml","EGAD00001000725","587640","GENENTECH","ERS395748","EGA","SCC-3","Lymphoid",NA,"Blood","Lymphoma Non-Hodgkins","20","Years",NA,NA,"""RPMI-1640 10% Heat Inactivated FBS, 2mM Glutamine""","""Complete Growth Media, 90%; DMSO, 10%""","ERC000026","SCC-3",NA
"EGAN00001188308","EGAN00001188308.sample.xml","EGAN00001188308.sample.xml","EGAD00001000725","636107","GENENTECH","ERS395749","EGA","SCC-9","Head-Neck",NA,"Tongue","Carcinoma Squamous Cell","25","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SCC-9",NA
"EGAN00001188309","EGAN00001188309.sample.xml","EGAN00001188309.sample.xml","EGAD00001000725","636140","GENENTECH","ERS395750","EGA","SCLC-21H","Lung",NA,"Lung","Carcinoma Small Cell","46","Years","Male","Caucasian","""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SCLC-21H",NA
"EGAN00001188310","EGAN00001188310.sample.xml","EGAN00001188310.sample.xml","EGAD00001000725","636785","GENENTECH","ERS395751","EGA","SCLC-22H","Lung",NA,"Lung","Carcinoma Small Cell","46","Years","Male","Caucasian","""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SCLC-22H",NA
"EGAN00001188311","EGAN00001188311.sample.xml","EGAN00001188311.sample.xml","EGAD00001000725","636849","GENENTECH","ERS395752","EGA","SET-2","Lymphoid",NA,"Blood","Leukemia Acute Myelogenic",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Set-2",NA
"EGAN00001188312","EGAN00001188312.sample.xml","EGAN00001188312.sample.xml","EGAD00001000725","636036","GENENTECH","ERS395753","EGA","SF268","Brain",NA,"Brain","Glioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","SF268",NA
"EGAN00001188313","EGAN00001188313.sample.xml","EGAN00001188313.sample.xml","EGAD00001000725","636037","GENENTECH","ERS395754","EGA","SF539","Brain",NA,"Brain","Glioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","SF539",NA
"EGAN00001188314","EGAN00001188314.sample.xml","EGAN00001188314.sample.xml","EGAD00001000725","639149","GENENTECH","ERS395755","EGA","SIG-M5","Lymphoid",NA,"Blood","Leukemia Acute Myelogenic",NA,NA,NA,NA,"""RPMI-1640, 20% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SIG-M5",NA
"EGAN00001188315","EGAN00001188315.sample.xml","EGAN00001188315.sample.xml","EGAD00001000725","636041","GENENTECH","ERS395756","EGA","SiHa","Cervix",NA,"Cervix","Carcinoma Squamous Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SiHa",NA
"EGAN00001188316","EGAN00001188316.sample.xml","EGAN00001188316.sample.xml","EGAD00001000725","636085","GENENTECH","ERS395757","EGA","SJCRH30","Sarcomatiod",NA,"Skeletal Muscle","Rhabdomyosarcoma","17","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SJCRH30",NA
"EGAN00001188317","EGAN00001188317.sample.xml","EGAN00001188317.sample.xml","EGAD00001000725","587478","GENENTECH","ERS395758","EGA","SK-BR-3","Breast",NA,"Breast","Adenocarcinoma","43","Years","Female","Caucasian","""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-BR-3",NA
"EGAN00001188318","EGAN00001188318.sample.xml","EGAN00001188318.sample.xml","EGAD00001000725","587510","GENENTECH","ERS395759","EGA","SK-CO-1","Colo-Rectal",NA,"Colon","Adenocarcinoma","65","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""90% FBS, 10% DMSO""","ERC000026","SK-CO-1",NA
"EGAN00001188319","EGAN00001188319.sample.xml","EGAN00001188319.sample.xml","EGAD00001000725","586998","GENENTECH","ERS395760","EGA","SK-MEL-1","Skin","Lymphatic Tissue","Skin","Melanoma Metastatic","29","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-MEL-1",NA
"EGAN00001188320","EGAN00001188320.sample.xml","EGAN00001188320.sample.xml","EGAD00001000725","587744","GENENTECH","ERS395761","EGA","SK-MEL-2","Skin",NA,"Skin","Melanoma","60","Years","Male","Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-MEL-2",NA
"EGAN00001188321","EGAN00001188321.sample.xml","EGAN00001188321.sample.xml","EGAD00001000725","636103","GENENTECH","ERS395762","EGA","SK-MEL-24","Skin","Lymph Node","Skin","Melanoma","67","Years","Male","Caucasian","""RPMI-1640 10% FBS, 2mM L-Gln""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-MEL-24",NA
"EGAN00001188322","EGAN00001188322.sample.xml","EGAN00001188322.sample.xml","EGAD00001000725","587742","GENENTECH","ERS395763","EGA","SK-MEL-28","Skin",NA,"Skin","Melanoma","51","Years","Male",NA,"""DMEM, 10% FBS, 2mM Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-MEL-28",NA
"EGAN00001188323","EGAN00001188323.sample.xml","EGAN00001188323.sample.xml","EGAD00001000725","639184","GENENTECH","ERS395764","EGA","SK-MEL-3","Skin",NA,"Skin","Melanoma","42","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-MEL-3",NA
"EGAN00001188324","EGAN00001188324.sample.xml","EGAN00001188324.sample.xml","EGAD00001000725","587001","GENENTECH","ERS395765","EGA","SK-MEL-30","Skin",NA,"Skin","Melanoma","67","Years","Male","Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-MEL-30",NA
"EGAN00001188325","EGAN00001188325.sample.xml","EGAN00001188325.sample.xml","EGAD00001000725","639185","GENENTECH","ERS395766","EGA","SK-MEL-31","Skin",NA,"Skin","Melanoma",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-MEL-31",NA
"EGAN00001188326","EGAN00001188326.sample.xml","EGAN00001188326.sample.xml","EGAD00001000725","587745","GENENTECH","ERS395767","EGA","SK-MEL-5","Skin",NA,"Skin","Melanoma",NA,NA,NA,NA,"#N/A","#N/A","ERC000026","SK-MEL-5",NA
"EGAN00001188327","EGAN00001188327.sample.xml","EGAN00001188327.sample.xml","EGAD00001000725","587598","GENENTECH","ERS395768","EGA","SK-MES-1","Lung","""Effusion, Pleural""","Lung","Carcinoma Squamous Cell","65","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-MES-1",NA
"EGAN00001188328","EGAN00001188328.sample.xml","EGAN00001188328.sample.xml","EGAD00001000725","639148","GENENTECH","ERS395769","EGA","A-375","Skin",NA,"Skin","Melanoma",NA,NA,"Female",NA,"""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","A375",NA
"EGAN00001188329","EGAN00001188329.sample.xml","EGAN00001188329.sample.xml","EGAD00001000725","636189","GENENTECH","ERS395770","EGA","SK-N-AS","Brain",NA,"Brain","Neuroblastoma",NA,NA,NA,NA,"""RPMI-1640 10% FBS, 2mM L-Gln""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-N-AS",NA
"EGAN00001188330","EGAN00001188330.sample.xml","EGAN00001188330.sample.xml","EGAD00001000725","636190","GENENTECH","ERS395771","EGA","SK-N-DZ","Brain",NA,"Brain","Neuroblastoma","2","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-N-DZ",NA
"EGAN00001188331","EGAN00001188331.sample.xml","EGAN00001188331.sample.xml","EGAD00001000725","636816","GENENTECH","ERS395772","EGA","SK-N-FI","Brain",NA,"Brain","Neuroblastoma","11","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-N-FI",NA
"EGAN00001188332","EGAN00001188332.sample.xml","EGAN00001188332.sample.xml","EGAD00001000725","636868","GENENTECH","ERS395773","EGA","SK-N-SH","Brain",NA,"Brain","Neuroblastoma","4","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-N-SH",NA
"EGAN00001188333","EGAN00001188333.sample.xml","EGAN00001188333.sample.xml","EGAD00001000725","587686","GENENTECH","ERS395774","EGA","SK-OV-3","Ovary",NA,"Ovary","Adenocarcinoma",NA,NA,"Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK-OV-3",NA
"EGAN00001188334","EGAN00001188334.sample.xml","EGAN00001188334.sample.xml","EGAD00001000725","636144","GENENTECH","ERS395775","EGA","SK23","Skin",NA,"Skin","Melanoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SK23",NA
"EGAN00001188335","EGAN00001188335.sample.xml","EGAN00001188335.sample.xml","EGAD00001000725","587428","GENENTECH","ERS395776","EGA","SKM-1","Lymphoid",NA,"Blood","Myelodysplasia",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SKM-1",NA
"EGAN00001188336","EGAN00001188336.sample.xml","EGAN00001188336.sample.xml","EGAD00001000725","587007","GENENTECH","ERS395777","EGA","SNU-1","Stomach",NA,"Stomach","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-1",NA
"EGAN00001188337","EGAN00001188337.sample.xml","EGAN00001188337.sample.xml","EGAD00001000725","587009","GENENTECH","ERS395778","EGA","SNU-16","Stomach","Ascites","Stomach","Carcinoma","33","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-16",NA
"EGAN00001188338","EGAN00001188338.sample.xml","EGAN00001188338.sample.xml","EGAD00001000725","636886","GENENTECH","ERS395779","EGA","SNU-182","Liver",NA,"Liver","Carcinoma Hepatocellular",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-182",NA
"EGAN00001188339","EGAN00001188339.sample.xml","EGAN00001188339.sample.xml","EGAD00001000725","636091","GENENTECH","ERS395780","EGA","SNU-216","Stomach","Lymph Node","Stomach","Carcinoma","46","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-216",NA
"EGAN00001188340","EGAN00001188340.sample.xml","EGAN00001188340.sample.xml","EGAD00001000725","636193","GENENTECH","ERS395781","EGA","SNU-387","Liver",NA,"Liver","Carcinoma Hepatocellular",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-387",NA
"EGAN00001188341","EGAN00001188341.sample.xml","EGAN00001188341.sample.xml","EGAD00001000725","636063","GENENTECH","ERS395782","EGA","SNU-398","Liver",NA,"Liver","Carcinoma Hepatocellular",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-398",NA
"EGAN00001188342","EGAN00001188342.sample.xml","EGAN00001188342.sample.xml","EGAD00001000725","636064","GENENTECH","ERS395783","EGA","SNU-423","Liver",NA,"Liver","Carcinoma Hepatocellular",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-423",NA
"EGAN00001188343","EGAN00001188343.sample.xml","EGAN00001188343.sample.xml","EGAD00001000725","637173","GENENTECH","ERS395784","EGA","SNU-449","Liver",NA,"Liver","Carcinoma Hepatocellular",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-449",NA
