,BHKLAB.DRUGID,SMILES,INCHIKEY,PUBCHEM CID,DATABASE ID,MOLECULE_NAME,TARGET_NAME,DATABASE
12785,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,DB00197,Troglitazone,GSTP1,DrugBank
12786,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,NA,troglitazone,SERPINE1,CLUE.IO
12787,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,DB00197,Troglitazone,ESRRG,DrugBank
12788,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,DB00197,Troglitazone,SERPINE1,DrugBank
12789,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,DB00197,Troglitazone,ACSL4,DrugBank
12790,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,DB00197,Troglitazone,PPARD,DrugBank
12791,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,DB00197,Troglitazone,PPARA,DrugBank
12792,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,NA,troglitazone,PPARG,CLUE.IO
12793,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,DB00197,Troglitazone,ESRRA,DrugBank
12794,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,DB00197,Troglitazone,PPARG,DrugBank
12795,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,NA,troglitazone,SLC29A1,CLUE.IO
12796,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,CHEMBL408,Troglitazone,PPARG,ChEMBL
12797,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,NA,troglitazone,ESRRA,CLUE.IO
12798,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,NA,troglitazone,ACSL4,CLUE.IO
12799,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,DB00197,Troglitazone,SLC29A1,DrugBank
12800,Troglitazone,Cc1c(C)c2O[C@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,NA,troglitazone,ESRRG,CLUE.IO
12801,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12802,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12803,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12804,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12805,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12806,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12807,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12808,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12809,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12810,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12811,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12812,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12813,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12814,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12815,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12816,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12817,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12818,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12819,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12820,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12821,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12822,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12823,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12824,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12825,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12826,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12827,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12828,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12829,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12830,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12831,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12832,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12833,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12834,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12835,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12836,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12837,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12838,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12839,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,DB13179,Troleandomycin,rpmF,DrugBank
12840,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12841,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12842,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12843,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12844,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12845,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
12846,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,DB13179,Troleandomycin,NR1I2,DrugBank
12847,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,202225,CHEMBL564085,Troleandomycin,70S ribosome,ChEMBL
