"id","Drug","Synonym"
"38966","Itraconazole","itraconazole"
"38967","Itraconazole","Itraconazole, 99%"
"38968","Itraconazole","84625-61-6"
"38969","Itraconazole","Itraconazole-d5 (major)"
"38970","Itraconazole","1217510-38-7"
"38971","Itraconazole","[2H5]-4-(4-(4-(4-((2-((1H-1,2,4-triazol-1-yl)methyl)-2-(2,4-dichlorophenyl)-1,3-dioxolan-4-yl)methoxy)phenyl)piperazin-1-yl)phenyl)-1-(sec-butyl)-1H-1,2,4-triazol-5(4H)-one"
"38972","Itraconazole","CHEMBL1835951"
"38973","Itraconazole","itraconazole"
"38974","Itraconazole","2-[(2r)-Butan-2-Yl]-4-{4-[4-(4-{[(2r,4s)-2-(2,4-Dichlorophenyl)-2-(1h-1,2,4-Triazol-1-Ylmethyl)-1,3-Dioxolan-4-Yl]methoxy}phenyl)piperazin-1-Yl]phenyl}-2,4-Dihydro-3h-1,2,4-Triazol-3-One"
"38975","Itraconazole","SCHEMBL64913"
"38976","Itraconazole","84625-61-6"
"38977","Itraconazole","ZINC4097343"
"38978","Itraconazole","BDBM50088483"
"38979","Itraconazole","A10489"
"38980","Itraconazole","Q27452583"
"38981","Itraconazole","UNII-304NUG5GF4 component VHVPQPYKVGDNFY-DFMJLFEVSA-N"
"38982","Itraconazole","4-[4-[4-[4-[[(2R,4S)-2-(2,4-Dichlorophenyl)-2-[(1H-1,2,4-triazole-1-yl)methyl]-1,3-dioxolane-4-yl]methoxy]phenyl]piperazine-1-yl]phenyl]-1-[(1R)-1-methylpropyl]-1H-1,2,4-triazole-5(4H)-one"
"38983","Kanamycin","kanamycin"
"38984","Kanamycin","KANAMYCIN A"
"38985","Kanamycin","Kanamycin Base"
"38986","Kanamycin","59-01-8"
"38987","Kanamycin","Kanamycin sulfate"
"38988","Kanamycin","Kanamycine"
"38989","Kanamycin","Kanamicina [Italian]"
"38990","Kanamycin","KM (the Antibiotic)"
"38991","Kanamycin","Kanamycin [INN:BAN]"
"38992","Kanamycin","Kanamycine [INN-French]"
"38993","Kanamycin","Kanamycinum [INN-Latin]"
"38994","Kanamycin","UNII-EQK9Q303C5"
"38995","Kanamycin","CHEBI:17630"
"38996","Kanamycin","HSDB 3107"
"38997","Kanamycin","C18H36N4O11"
"38998","Kanamycin","EINECS 200-411-7"
"38999","Kanamycin","BRN 0061647"
"39000","Kanamycin","4,6-Diamino-2-hydroxy-1,3-cyclohexane 3,6'diamino-3,6'-dideoxydi-alpha-D-glucoside"
"39001","Kanamycin","EQK9Q303C5"
"39002","Kanamycin","KAN"
"39003","Kanamycin","8063-07-8"
"39004","Kanamycin","Kanamycinum"
"39005","Kanamycin","Kanamicina"
"39006","Kanamycin","Glucopyranoside, 4,6-diamino-2-hydroxy-1,3-cyclohexylene 3,6'-diamino-3,6'-dideoxydi-, D-"
"39007","Kanamycin","D-Streptamine, O-3-amino-3-deoxy-alpha-D-glucopyranosyl-(1-6)-O-(6-amino-6-deoxy-alpha-D-glucopyranosyl-(1,4))-2-deoxy-"
"39008","Kanamycin","D-Streptamine, O-3-amino-3-deoxy-alpha-D-glucopyranosyl-(1-6)-O-(6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4))-2-deoxy-"
"39009","Kanamycin","4,6-diamino-2-hydroxy-1,3-cyclohexylene 3,6'-diamino-3,6'-dideoxydi-D-glucopyranoside"
"39010","Kanamycin","(1S,2R,3R,4S,6R)-4,6-diamino-3-[(6-amino-6-deoxy-alpha-D-glucopyranosyl)oxy]-2-hydroxycyclohexyl 3-amino-3-deoxy-alpha-D-glucopyranoside"
"39011","Kanamycin","Kanamycin,(S)"
"39012","Kanamycin","Liposomal Kanamycin"
"39013","Kanamycin","(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-2-hydroxy-cyclohexoxy]tetrahydropyran-3,4,5-triol"
"39014","Kanamycin","Prestwick3_000394"
"39015","Kanamycin","Kantrex (1:1 sulfate)"
"39016","Kanamycin","Klebcil (1:1 sulfate)"
"39017","Kanamycin","SCHEMBL2735"
"39018","Kanamycin","CHEMBL1384"
"39019","Kanamycin","BSPBio_000607"
"39020","Kanamycin","DivK1c_000024"
"39021","Kanamycin","BPBio1_000669"
"39022","Kanamycin","DTXSID3023184"
"39023","Kanamycin","CTK8G0428"
"39024","Kanamycin","KBio1_000024"
"39025","Kanamycin","NINDS_000024"
"39026","Kanamycin","SBUJHOSQTJFQJX-NOAMYHISSA-N"
"39027","Kanamycin","ZINC8214590"
"39028","Kanamycin","BDBM50031282"
"39029","Kanamycin","KM0269"
"39030","Kanamycin","AKOS025293505"
"39031","Kanamycin","API0003071"
"39032","Kanamycin","DB01172"
"39033","Kanamycin","IDI1_000024"
"39034","Kanamycin","SMP2_000007"
"39035","Kanamycin","NCGC00179506-01"
"39036","Kanamycin","AS-14003"
"39037","Kanamycin","K434"
"39038","Kanamycin","LS-146900"
"39039","Kanamycin","AB00513827"
"39040","Kanamycin","C01822"
"39041","Kanamycin","BRD-K08327065-065-01-9"
"39042","Kanamycin","Q27094615"
"39043","Kanamycin","Kanamycin sulfate, Antibiotic for Culture Media Use Only"
"39044","Kanamycin","UNII-RUC37XUP2P component SBUJHOSQTJFQJX-NOAMYHISSA-N"
"39045","Kanamycin","(1S,2R,3R,4S,6R)-4,6-diamino-3-(6-amino-6-deoxy-alpha-D-glucopyranosyloxy)-2-hydroxycyclohexyl 3-amino-3-deoxy-alpha-D-glucopyranoside"
"39046","Kanamycin","(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-((1R,2R,3S,4R,6S)-4,6-diamino-3-((2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)-2-hydroxycyclohexyloxy)tetrahydro-2H-pyran-3,4,5-triol"
"39047","Kanamycin","(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-{[(1R,2R,3S,4R,6S)-4,6-diamino-3-{[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2-hydroxycyclohexyl]oxy}oxane-3,4,5-triol"
"39048","Kanamycin","D-Streptamine, O-3-amino-3-deoxy-alpha-D-glucopyranosyl-(1->6)-O-(6-amino-6-deoxy-alpha-D-glucopyranosyl-(1->4))-2-deoxy-"
"39049","Kanamycin","D-Streptamine, O-3-amino-3-deoxy-alpha-D-glucopyranosyl-(1.fwdarw.6)-O-(6-amino-6-deoxy-alpha-D-glucopyranosyl-(1.fwdarw.4))-2-deoxy-"
"39050","Kanamycin","Kanamycin solution from Streptomyces kanamyceticus, 10 mg/mL in 0.9% NaCl, sterile-filtered, BioReagent, suitable for cell culture"
"39051","Kanamycin","Kanamycin solution from Streptomyces kanamyceticus, 50 mg/mL in 0.9% NaCl, BioReagent, liquid, sterile-filtered, suitable for cell culture"
"39052","Kanamycin","O-3-Amino-3-deoxy-.alpha.-D-glucopyranosyl-(1->6)-O-[6-amino-6-deoxy-.alpha.-D-glucopyranosyl-(1->4)]-2-deoxy-D-streptamine"
"39053","Kanamycin","O-3-amino-3-deoxy-alpha-D-glucopyranosyl-(1->6)-O-(6-amino-6-deoxy-alpha-D-glucopyranosyl-(1->4))-2-deoxy-D-streptamine"
"39054","Lithocholic Acid","LITHOCHOLIC ACID"
"39055","Lithocholic Acid","434-13-9"
"39056","Lithocholic Acid","Lithocolic acid"
"39057","Lithocholic Acid","Lithocholate"
"39058","Lithocholic Acid","3alpha-Hydroxy-5beta-cholan-24-oic acid"
"39059","Lithocholic Acid","3alpha-Hydroxy-5beta-cholanic acid"
"39060","Lithocholic Acid","3-Hydroxycholan-24-oic acid"
"39061","Lithocholic Acid","3alpha-Hydroxycholanic acid"
"39062","Lithocholic Acid","3-alpha-Hydroxycholanic acid"
"39063","Lithocholic Acid","5beta-Cholanic acid-3alpha-ol"
"39064","Lithocholic Acid","NCI-C03861"
"39065","Lithocholic Acid","3alpha-Hydroxy-5beta-cholanoic acid"
"39066","Lithocholic Acid","(3alpha,5beta)-3-hydroxycholan-24-oic acid"
"39067","Lithocholic Acid","3-alpha-Hydroxy-5-beta-cholanic acid"
"39068","Lithocholic Acid","CCRIS 363"
"39069","Lithocholic Acid","UNII-5QU0I8393U"
"39070","Lithocholic Acid","3alpha-Hydroxy-5beta-cholanate"
"39071","Lithocholic Acid","5-beta-Cholanic acid, 3-alpha-hydroxy-"
"39072","Lithocholic Acid","3|A-Hydroxy-5|A-cholanic acid"
"39073","Lithocholic Acid","Cholan-24-oic acid, 3-hydroxy-, (3alpha,5beta)-"
"39074","Lithocholic Acid","HSDB 4113"
"39075","Lithocholic Acid","5beta-Cholan-24-oic acid, 3alpha-hydroxy-"
"39076","Lithocholic Acid","EINECS 207-099-1"
"39077","Lithocholic Acid","NSC683770"
"39078","Lithocholic Acid","(3-alpha,5-beta)-3-Hydroxycholan-24-oic acid"
"39079","Lithocholic Acid","NSC 657956"
"39080","Lithocholic Acid","BRN 3217757"
"39081","Lithocholic Acid","CHEMBL1478"
"39082","Lithocholic Acid","17beta-(1-Methyl-3-carboxypropyl)etiocholan-3alpha-ol"
"39083","Lithocholic Acid","17-beta-(1-Methyl-3-carboxypropyl)ethiocholan-3-alpha-ol"
"39084","Lithocholic Acid","CHEBI:16325"
"39085","Lithocholic Acid","5-beta-Cholan-24-oic acid, 3-alpha-hydroxy-"
"39086","Lithocholic Acid","Cholan-24-oic acid, 3-hydroxy-, (3a,5b)-"
"39087","Lithocholic Acid","SMEROWZSTRWXGI-HVATVPOCSA-N"
"39088","Lithocholic Acid","5QU0I8393U"
"39089","Lithocholic Acid","5beta-Cholan-24-oic acid-3alpha-ol"
"39090","Lithocholic Acid","ST069335"
"39091","Lithocholic Acid","DSSTox_CID_779"
"39092","Lithocholic Acid","DSSTox_RID_75786"
"39093","Lithocholic Acid","DSSTox_GSID_20779"
"39094","Lithocholic Acid","(4R)-4-[(3R,5R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid"
"39095","Lithocholic Acid","Litocholic acid"
"39096","Lithocholic Acid","(3beta,5beta,14beta,17alpha)-3-Hydroxycholan-24-Oic Acid"
"39097","Lithocholic Acid","Cholan-24-oic acid, 3-hydroxy-, (3-alpha,5-beta)- (9CI)"
"39098","Lithocholic Acid","(4S)-4-((1S,2S,11S,5R,7R,10R,14R,15R)-5-hydroxy-2,15-dimethyltetracyclo[8.7.0. 0<2,7>.0<11,15>]heptadec-14-yl)pentanoic acid"
"39099","Lithocholic Acid","(R)-4-((3R,5R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"
"39100","Lithocholic Acid","SR-05000000450"
"39101","Lithocholic Acid","MFCD00003682"
"39102","Lithocholic Acid","NSC657956"
"39103","Lithocholic Acid","NSC-683770"
"39104","Lithocholic Acid","Prestwick_88"
"39105","Lithocholic Acid","4OA"
"39106","Lithocholic Acid","CAS-434-13-9"
"39107","Lithocholic Acid","NSC 683770"
"39108","Lithocholic Acid","Lithocholic Acid,(S)"
"39109","Lithocholic Acid","4q0a"
"39110","Lithocholic Acid","Lithocholic acid, 98%"
"39111","Lithocholic Acid","Prestwick0_000796"
"39112","Lithocholic Acid","Prestwick1_000796"
"39113","Lithocholic Acid","Prestwick2_000796"
"39114","Lithocholic Acid","Prestwick3_000796"
"39115","Lithocholic Acid","Spectrum5_002021"
"39116","Lithocholic Acid","bmse000686"
"39117","Lithocholic Acid","UPCMLD-DP153"
"39118","Lithocholic Acid","cid_9903"
"39119","Lithocholic Acid","Lithocholic acid, >=95%"
"39120","Lithocholic Acid","BIDD:PXR0054"
"39121","Lithocholic Acid","SCHEMBL28449"
"39122","Lithocholic Acid","BSPBio_000932"
"39123","Lithocholic Acid","GTPL611"
"39124","Lithocholic Acid","4-10-00-00785 (Beilstein Handbook Reference)"
"39125","Lithocholic Acid","MLS002154006"
"39126","Lithocholic Acid","3.alpha.-Hydroxycholanic acid"
"39127","Lithocholic Acid","3a-Hydroxy-5ss-cholanic acid"
"39128","Lithocholic Acid","SPBio_002871"
"39129","Lithocholic Acid","BPBio1_001026"
"39130","Lithocholic Acid","3a-hydroxy-5b-cholan-24-oate"
"39131","Lithocholic Acid","DTXSID6020779"
"39132","Lithocholic Acid","UPCMLD-DP153:001"
"39133","Lithocholic Acid","3alphahydroxy-5beta-cholanic acid"
"39134","Lithocholic Acid","BIA0111"
"39135","Lithocholic Acid","ZX-AFC000913"
"39136","Lithocholic Acid","5ss--Cholan-24-oic acid-3a-ol"
"39137","Lithocholic Acid","HMS1570O14"
"39138","Lithocholic Acid","HMS2097O14"
"39139","Lithocholic Acid","HMS2269C14"
"39140","Lithocholic Acid","HMS3714O14"
"39141","Lithocholic Acid","3a-hydroxy-5b-cholan-24-oic acid"
"39142","Lithocholic Acid","HY-B0172"
"39143","Lithocholic Acid","ZINC3918156"
"39144","Lithocholic Acid","Tox21_201868"
"39145","Lithocholic Acid","Tox21_302791"
"39146","Lithocholic Acid","3a-Hydroxy-5ss-cholan-24-oic acid"
"39147","Lithocholic Acid","5.beta.-Cholanic acid-3.alpha.-ol"
"39148","Lithocholic Acid","BDBM50236238"
"39149","Lithocholic Acid","LMST04010003"
"39150","Lithocholic Acid","LS-118"
"39151","Lithocholic Acid","s4003"
"39152","Lithocholic Acid","SBB012598"
"39153","Lithocholic Acid","(3a,5b)-3-hydroxy-cholan-24-oate"
"39154","Lithocholic Acid","AKOS016010251"
"39155","Lithocholic Acid","CCG-220796"
"39156","Lithocholic Acid","CS-2049"
"39157","Lithocholic Acid","DS-3878"
"39158","Lithocholic Acid","3.alpha.-Hydroxy-5.beta.-cholanic acid"
"39159","Lithocholic Acid","NCGC00091272-01"
"39160","Lithocholic Acid","NCGC00091272-04"
"39161","Lithocholic Acid","NCGC00091272-06"
"39162","Lithocholic Acid","NCGC00091272-07"
"39163","Lithocholic Acid","NCGC00091272-08"
"39164","Lithocholic Acid","NCGC00256451-01"
"39165","Lithocholic Acid","NCGC00259417-01"
"39166","Lithocholic Acid","(3a,5b)-3-hydroxy-cholan-24-oic acid"
"39167","Lithocholic Acid","3.alpha.-Hydroxy-5.beta.-cholanoic acid"
"39168","Lithocholic Acid","AK114674"
"39169","Lithocholic Acid","M622"
"39170","Lithocholic Acid","NCI60_028903"
"39171","Lithocholic Acid","NCI60_030095"
"39172","Lithocholic Acid","SC-90635"
"39173","Lithocholic Acid","SMR000112168"
"39174","Lithocholic Acid","5.beta.-Cholan-24-oic acid-3.alpha.-ol"
"39175","Lithocholic Acid","AX8136511"
"39176","Lithocholic Acid","TR-016841"
"39177","Lithocholic Acid","L0089"
"39178","Lithocholic Acid","5-.beta.-Cholanic acid, 3-.alpha.-hydroxy-"
"39179","Lithocholic Acid","3.alpha.-Hydroxy-5.beta.-cholan-24-oic acid"
"39180","Lithocholic Acid","C03990"
"39181","Lithocholic Acid","5.beta.-Cholan-24-oic acid, 3.alpha.-hydroxy-"
"39182","Lithocholic Acid","C-30015"
"39183","Lithocholic Acid","Q3323035"
"39184","Lithocholic Acid","SR-05000000450-2"
"39185","Lithocholic Acid","SR-05000000450-4"
"39186","Lithocholic Acid","SR-05000000450-5"
"39187","Lithocholic Acid","cho lan-24-oic acid, 3-hydroxy-, (3alpha,5beta)-"
"39188","Lithocholic Acid","Cholan-24-oic acid, 3-hydroxy-, (3-alpha,5-beta)-"
"39189","Lithocholic Acid","UNII-JIY1ILR284 component SMEROWZSTRWXGI-HVATVPOCSA-N"
"39190","Lithocholic Acid","17-.beta.-(1-Methyl-3-carboxypropyl)ethiocholan-3-.alpha.-ol"
"39191","Lithocholic Acid","Cholan-24-oic acid, 3-hydroxy-, (3-.alpha., 5-.beta.)-"
"39192","Lithocholic Acid","(3alpha,5alpha,8alpha,14beta,17alpha)-3-hydroxycholan-24-oic acid"
"39193","Lithocholic Acid","Lithocholic acid, European Pharmacopoeia (EP) Reference Standard"
"39194","Lithocholic Acid","AC268B61-0548-4391-90E9-546636926870"
"39195","Lithocholic Acid","Lithocholic acid, 50 mug/mL in methanol, certified reference material"
"39196","Lithocholic Acid","(4R)-4-((3R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"
"39197","Loratadine","loratadine"
"39198","Loratadine","79794-75-5"
"39199","Loratadine","Claritin"
"39200","Loratadine","Loratidine"
"39201","Loratadine","Alavert"
"39202","Loratadine","Clarityn"
"39203","Loratadine","Lisino"
"39204","Loratadine","Clarityne"
"39205","Loratadine","Loracert"
"39206","Loratadine","Loradex"
"39207","Loratadine","Bonalerg"
"39208","Loratadine","Claritine"
"39209","Loratadine","Fristamin"
"39210","Loratadine","Histaloran"
"39211","Loratadine","Lertamine"
"39212","Loratadine","Lorastine"
"39213","Loratadine","Loratyne"
"39214","Loratadine","Civeran"
"39215","Loratadine","Loranox"
"39216","Loratadine","Versal"
"39217","Loratadine","Allertidin"
"39218","Loratadine","Polaratyne"
"39219","Loratadine","Aerotina"
"39220","Loratadine","Alerpriv"
"39221","Loratadine","Anhissen"
"39222","Loratadine","Biloina"
"39223","Loratadine","Claratyne"
"39224","Loratadine","Clarinase"
"39225","Loratadine","Lesidas"
"39226","Loratadine","Loradif"
"39227","Loratadine","Lorantis"
"39228","Loratadine","Loraver"
"39229","Loratadine","Lorfast"
"39230","Loratadine","Loritine"
"39231","Loratadine","Lowadina"
"39232","Loratadine","Nularef"
"39233","Loratadine","Optimin"
"39234","Loratadine","Restamine"
"39235","Loratadine","Rhinase"
"39236","Loratadine","Rinomex"
"39237","Loratadine","Sanelor"
"39238","Loratadine","Sensibit"
"39239","Loratadine","Sohotin"
"39240","Loratadine","Velodan"
"39241","Loratadine","Alarin"
"39242","Loratadine","Lergy"
"39243","Loratadine","Pylor"
"39244","Loratadine","Tadine"
"39245","Loratadine","Sch 29851"
"39246","Loratadine","Zeos"
"39247","Loratadine","Sinhistan Dy"
"39248","Loratadine","Bedix Loratadina"
"39249","Loratadine","Talorat Dy"
"39250","Loratadine","Claritin Reditabs"
"39251","Loratadine","Clarinase Reperabs"
"39252","Loratadine","Loratadinum [Latin]"
"39253","Loratadine","Claratyne Cold"
"39254","Loratadine","Claritin reditab"
"39255","Loratadine","Loratadina [Spanish]"
"39256","Loratadine","Clarityne-D"
"39257","Loratadine","Sch-29851"
"39258","Loratadine","Children's Claritin"
"39259","Loratadine","Claratyne Decongestant"
"39260","Loratadine","Clarityne Dy Repetabs"
"39261","Loratadine","UNII-7AJO3BO7QN"
"39262","Loratadine","ethyl 4-(8-chloro-5,6-dihydro-11H-benzo[5,6]cyclohepta[1,2-b]pyridin-11-ylidene)piperidine-1-carboxylate"
"39263","Loratadine","HSDB 3578"
"39264","Loratadine","MFCD00672869"
"39265","Loratadine","7AJO3BO7QN"
"39266","Loratadine","Ethyl 4-(8-chloro-5,6-dihydro-11H-benzo(5,6)cyclohepta(1,2-b)pyridin-11-ylidene)-1-piperidinecarboxylate"
"39267","Loratadine","CHEMBL998"
"39268","Loratadine","C22H23ClN2O2"
"39269","Loratadine","MLS000069647"
"39270","Loratadine","JCCNYMKQOSZNPW-UHFFFAOYSA-N"
"39271","Loratadine","1-Piperidinecarboxylic acid, 4-(8-chloro-5,6-dihydro-11H-benzo(5,6)cyclohepta(1,2-b)pyridin-11-ylidene)-, ethyl ester"
"39272","Loratadine","NCGC00015619-09"
"39273","Loratadine","Loratadinum"
"39274","Loratadine","Clarium"
"39275","Loratadine","Loratadina"
"39276","Loratadine","SMR000058255"
"39277","Loratadine","DSSTox_CID_3224"
"39278","Loratadine","DSSTox_RID_76931"
"39279","Loratadine","DSSTox_GSID_23224"
"39280","Loratadine","Loratadine Redidose"
"39281","Loratadine","1-Piperidinecarboxylic acid, 4-(8-chloro-5,6-dihydro-11H-benzo[5,6]cyclohepta[1,2-b]pyridin-11-ylidene)-, ethyl ester"
"39282","Loratadine","4-(8-Chloro-5,6-dihydro-11H-benzo(5,6)cyclohepta(1,2-b)pyridin-11-ylidene)-1-piperidinecarboxylic Acid Ethyl Ester"
"39283","Loratadine","ethyl 4-(8-chloro-5,6-dihydrobenzo[1,2]cyclohepta[2,4-b]pyridin-11-ylidene)piperidine-1-carboxylate"
"39284","Loratadine","ethyl 4-{13-chloro-4-azatricyclo[9.4.0.0^{3,8}]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene}piperidine-1-carboxylate"
"39285","Loratadine","Claritin Hives Relief"
"39286","Loratadine","Bactimicina allergy"
"39287","Loratadine","Claritin (TN)"
"39288","Loratadine","Ethyl 4-(8-chloro-5,6-dihydro-11H-benzo[5,6]cyclohepta[1,2-b]pyridin-11-ylidene)-1-piperidinecarboxylate"
"39289","Loratadine","Claritin Hives Relief Reditab"
"39290","Loratadine","Loratadine [USAN:BAN:INN]"
"39291","Loratadine","CAS-79794-75-5"
"39292","Loratadine","SR-01000075968"
"39293","Loratadine","Cronopen"
"39294","Loratadine","Flonidan"
"39295","Loratadine","Klaritin"
"39296","Loratadine","Loratadine (JAN/USAN/INN)"
"39297","Loratadine","Alavert;Claritin"
"39298","Loratadine","Loratadine-d4"
"39299","Loratadine","loratadine-form1"
"39300","Loratadine","Topcare childrens allergy relief"
"39301","Loratadine","LoratadineI-p25"
"39302","Loratadine","Loratadine,(S)"
"39303","Loratadine","Loratadine [USAN:USP:INN:BAN]"
"39304","Loratadine","4-(8-chloro-5,6-dihydro-11H-benzo[5,6]cyclohepta[1,2-b]pyridin-11-ylidene)-1-piperidinecarboxylic acid ethyl ester"
"39305","Loratadine","loratadine-form2-He"
"39306","Loratadine","Spectrum_001496"
"39307","Loratadine","Tocris-1944"
"39308","Loratadine","LoratadineI-0deg(L13)"
"39309","Loratadine","Opera_ID_1868"
"39310","Loratadine","Spectrum2_001584"
"39311","Loratadine","Spectrum3_000740"
"39312","Loratadine","Spectrum4_000177"
"39313","Loratadine","Spectrum5_001650"
"39314","Loratadine","Lopac-L-9664"
"39315","Loratadine","LoratadineI-p80(L13)"
"39316","Loratadine","L 9664"
"39317","Loratadine","LoratadineI-m100(L13)"
"39318","Loratadine","LoratadineI-m173(L13)"
"39319","Loratadine","SCHEMBL4596"
"39320","Loratadine","Lopac0_000680"
"39321","Loratadine","Oprea1_027965"
"39322","Loratadine","REGID_for_CID_3957"
"39323","Loratadine","BSPBio_002300"
"39324","Loratadine","KBioGR_000693"
"39325","Loratadine","KBioSS_001976"
"39326","Loratadine","MLS000758260"
"39327","Loratadine","MLS001148466"
"39328","Loratadine","MLS001423984"
"39329","Loratadine","BIDD:GT0198"
"39330","Loratadine","DivK1c_000792"
"39331","Loratadine","SPECTRUM1503712"
"39332","Loratadine","SPBio_001548"
"39333","Loratadine","CHEBI:6538"
"39334","Loratadine","GTPL7216"
"39335","Loratadine","DTXSID2023224"
"39336","Loratadine","BDBM22876"
"39337","Loratadine","CTK8G0633"
"39338","Loratadine","HMS502H14"
"39339","Loratadine","KBio1_000792"
"39340","Loratadine","KBio2_001976"
"39341","Loratadine","KBio2_004544"
"39342","Loratadine","KBio2_007112"
"39343","Loratadine","KBio3_001520"
"39344","Loratadine","KS-00000JOZ"
"39345","Loratadine","NINDS_000792"
"39346","Loratadine","HMS2051G11"
"39347","Loratadine","HMS2090O18"
"39348","Loratadine","HMS2093I15"
"39349","Loratadine","HMS2235G23"
"39350","Loratadine","HMS3262G21"
"39351","Loratadine","HMS3268M16"
"39352","Loratadine","HMS3371D13"
"39353","Loratadine","HMS3393G11"
"39354","Loratadine","HMS3412N06"
"39355","Loratadine","HMS3654L17"
"39356","Loratadine","HMS3676N06"
"39357","Loratadine","HMS3714E09"
"39358","Loratadine","Pharmakon1600-01503712"
"39359","Loratadine","ZINC537931"
"39360","Loratadine","Loratadine 0.1 mg/ml in Methanol"
"39361","Loratadine","ACT04775"
"39362","Loratadine","BCP22338"
"39363","Loratadine","Tox21_110185"
"39364","Loratadine","Tox21_301532"
"39365","Loratadine","Tox21_500680"
"39366","Loratadine","BBL010757"
"39367","Loratadine","CCG-39362"
"39368","Loratadine","CL0028"
"39369","Loratadine","DL-436"
"39370","Loratadine","HTS028367"
"39371","Loratadine","NSC721075"
"39372","Loratadine","NSC758628"
"39373","Loratadine","s1358"
"39374","Loratadine","STK574925"
"39375","Loratadine","AKOS005499513"
"39376","Loratadine","Loratadine, >=98% (HPLC), powder"
"39377","Loratadine","Tox21_110185_1"
"39378","Loratadine","AB06849"
"39379","Loratadine","AC-2086"
"39380","Loratadine","BCP9000858"
"39381","Loratadine","CCG-100786"
"39382","Loratadine","CS-0887"
"39383","Loratadine","DB00455"
"39384","Loratadine","KS-1079"
"39385","Loratadine","LP00680"
"39386","Loratadine","MCULE-5073177964"
"39387","Loratadine","NC00036"
"39388","Loratadine","NSC-721075"
"39389","Loratadine","NSC-758628"
"39390","Loratadine","SDCCGSBI-0050659.P004"
"39391","Loratadine","IDI1_000792"
"39392","Loratadine","NCGC00015619-01"
"39393","Loratadine","NCGC00015619-02"
"39394","Loratadine","NCGC00015619-03"
"39395","Loratadine","NCGC00015619-04"
"39396","Loratadine","NCGC00015619-05"
"39397","Loratadine","NCGC00015619-06"
"39398","Loratadine","NCGC00015619-07"
"39399","Loratadine","NCGC00015619-08"
"39400","Loratadine","NCGC00015619-10"
"39401","Loratadine","NCGC00015619-11"
"39402","Loratadine","NCGC00015619-12"
"39403","Loratadine","NCGC00015619-13"
"39404","Loratadine","NCGC00023125-02"
"39405","Loratadine","NCGC00023125-04"
"39406","Loratadine","NCGC00023125-05"
"39407","Loratadine","NCGC00023125-06"
"39408","Loratadine","NCGC00023125-07"
"39409","Loratadine","NCGC00255171-01"
"39410","Loratadine","NCGC00261365-01"
"39411","Loratadine","1-piperidinecarboxylic acid,4-(8-chloro-5,6-dihydro-11H-benzo(5,6)cyclohepta(1,2-b)pyridin-11-ylidene)-,ethyl ester"
"39412","Loratadine","4-(8-chloro-5,6-dihydro-11H-benzo[5,6]cycloheptal[1,2-b]pyridin-11-ylidene-1-piperidinecarboxylic acid ethyl ester"
"39413","Loratadine","AK-88666"
"39414","Loratadine","CPD000058255"
"39415","Loratadine","ethyl 4-(8-chloro-5H-benzo[5,6]cyclohepta[1,2-b]pyridin-11(6H)-ylidene)piperidine-1-carboxylate"
"39416","Loratadine","HY-17043"
"39417","Loratadine","NCI60_041473"
"39418","Loratadine","SAM001246987"
"39419","Loratadine","SC-13436"
"39420","Loratadine","SY052751"
"39421","Loratadine","BCP0726000007"
"39422","Loratadine","SBI-0050659.P003"
"39423","Loratadine","AB0012486"
"39424","Loratadine","AB2000066"
"39425","Loratadine","LS-114660"
"39426","Loratadine","ST2413201"
"39427","Loratadine","EU-0100680"
"39428","Loratadine","FT-0627976"
"39429","Loratadine","L0223"
"39430","Loratadine","SW197416-3"
"39431","Loratadine","D00364"
"39432","Loratadine","J10034"
"39433","Loratadine","M-5196"
"39434","Loratadine","AB00053224-15"
"39435","Loratadine","AB00053224-16"
"39436","Loratadine","AB00053224_17"
"39437","Loratadine","AB00053224_18"
"39438","Loratadine","794L755"
"39439","Loratadine","L000667"
"39440","Loratadine","Q424049"
"39441","Loratadine","Q-100833"
"39442","Loratadine","SR-01000075968-1"
"39443","Loratadine","SR-01000075968-3"
"39444","Loratadine","SR-01000075968-4"
"39445","Loratadine","SR-01000075968-6"
